College,Department,Code,Name,Credits,Tags,Prerequisites
North,RES,217,Real Estate Development & Sustainability,3.0,N,
North,RES,260,Real Estate Finance-Commercial,2.0,N,"RES100,RES110"
North,RES,298,Special Projects/Internships in Real Estate,6.0,,
North,SCI,113,Marsh Ecology,1.0,"DESC,N,NW,NW-AB,NW-L",
North,SCI,122,Zoo Science Field Trip,1.0,DESC,
North,SOC,230,Human Sexuality,5.0,"eL,ICS",
North,SOC&,101,Introduction to Sociology,5.0,"CCN,HR,ICS",
North,SPAN,299,Independent Study in Spanish,5.0,,
North,SPAN&,121,Spanish I,5.0,"CCN,VLPA",
North,SPAN&,122,Spanish II,5.0,"CCN,VLPA",SPAN&121
North,SSC,101,Intro to Information Resources for the Social Sciences,3.0,"eL,ICS",
North,TDR,101,Intermediate Bim for Design & Construction,5.0,N,
North,TDR,109,Architectural Engineering Drafting Lab,1.0,,
North,TDR,112,Intermediate CAD Drafting/Construction & Design,5.0,N,
North,TDR,134,Systems in Buildings,5.0,N,
North,TDR,161,Applied Mechanics II,5.0,,TDR160
North,TDR,200,Introduction to Solidworks,5.0,,
North,TDR,202,Intermediate Catia,5.0,N,TDR201
North,TDR,297,Special Topics in Construction & Design Drafting With CAD,5.0,,
North,UGR,294,Independent Research/Sci,3.0,,
South,ABE,060,Ase - Level 6,15.0,,
South,ABE,070,Eduinterview for Abe/Ged,3.0,,
South,ABR,111,Intro to Auto Collision,4.0,,
South,ABR,112,Safety/Environ Practices,3.0,,
South,ABR,113,Welding and Cutting,8.0,,
South,ABR,121,Panel Replace/Alignment,4.0,,
South,ABR,122,Wrking With Trim/Hardwre,3.0,,
South,ABR,123,Metal Straightening,4.0,,
South,ABR,124,Body Fillers,4.0,,
South,ABR,131,Understand Auto Finishes,2.0,,
South,ABR,132,Prep Surface for Refinsh,6.0,,
South,ABR,133,Prep Equip/Paint/Materil,5.0,,
South,ABR,134,Detailing,1.0,,
South,ABR,171,Straighting Strucrl Prts,7.0,,
South,ABR,172,Full/Partial Panel Replc,7.0,,
South,ABR,173,Restore Corrosion Protec,2.0,,
South,ABR,181,Steering & Suspension,6.0,,
South,ABR,182,Electricl/Electnc Systms,7.0,,
South,ABR,183,Mechanical Systems,3.0,,
South,ABR,191,Applying the Finish,4.0,,
South,ABR,192,Blending Color,3.0,,
South,ABR,193,Solving Paint App Probs,3.0,,
South,ABR,194,Finish Defects,3.0,,
South,ABR,197,Industry Internship Itec,5.0,,
South,ABR,199,Auto Body/Rebuild/Refins,8.0,,
South,ABR,299,Special Topics,12.0,,
South,ACCT,110,Intro to Acctg/Bookg I,5.0,HY,
South,ACCT,120,Intro to Acctg/Bookg Ii,5.0,eL,
South,ACCT,197,Wrk Exp: Accounting,5.0,,
South,ACCT,214,Accounting Systems,5.0,HY,"ACCT&201,ACCT&202,ACCT110"
South,ACCT,257,Business Tax Accounting,5.0,HY,"ACCT&202,ACCT120"
South,ACCT&,201,Prin of Accounting I,5.0,CCN,
South,ACCT&,202,Prin of Accounting Ii,5.0,CCN,
South,ACCT&,203,Prin of Accounting Iii,5.0,"CCN,HY",ACCT&202
South,ACM,111,Comp Fab & Tooling,4.0,,
South,ACM,112,Comp Insp & Repair,2.0,,
South,ACM,114,Comp Lab B,9.0,,
South,ACM,199,Capstone B - Comp,2.0,,
South,AHE,124,Software Apps for Health,4.0,HY,
South,AHE,130,Medical Insurance I,5.0,HY,
South,AHE,131,Med Coding Ins Medisoft,5.0,HY,
South,AHE,135,Home Care Aide,15.0,,
South,AHE,143,Med Term & a/P I,4.0,HY,
South,AHE,144,Med Term/Anato & Phys Ii,4.0,HY,
South,AHE,146,Icd Coding,5.0,HY,AHE130
South,AHE,147,Cpt Coding,5.0,HY,AHE130
South,AHE,168,Medical Terminology,5.0,eL,
South,AHE,171,Excelfor Healthcareoccup,4.0,HY,
South,AHE,172,Processing Med Documents,4.0,HY,
South,AHE,173,Medical Records Mgmt,3.0,HY,
South,AHE,197,Wrk Exp/Med Internship,2.0,HY,
South,AHE,241,Pharm Ii for Prof Coders,2.0,HY,
South,AHE,298,Special Topic,1.0,HY,
South,AHE,298,Specialtopics-Soft Skils,1.0,HY,
South,AME,201,Diversity & Social Justi,5.0,"ICS,US",
South,AMT,111,Basic SCI.FOR Aviation,17.0,,
South,AMT,112,Basic Elec. For Aviation,17.0,,
South,AMT,113,Airframe Structure,17.0,,
South,AMT,133,Powerplant Theory & Main,17.0,,
South,AMT,197,Aviation Internship,1.0,,
South,AMT,214,Airframe Systems,17.0,,
South,AMT,215,Advanced Airframe,17.0,,
South,AMT,234,Powerplant Sys & Compont,17.0,,
South,AMT,235,Advanced Powerplant,17.0,,
South,AMT,295,A&p Master Class,16.0,,
South,AMT,296,Amt Prof Port,2.0,,
South,ANTH&,100,Survey of Anthropology,5.0,"CCN,ICS,GS",
South,ANTH&,206,Cultural Anthropology,5.0,"CCN,ICS,GS",ENGL&101
South,ARAB,102,Arab Ii,5.0,VLPA,ARABIC101
South,ARAB,103,Arab Iii,5.0,VLPA,ARAB102
South,ART,101,Design,5.0,VLPA Studio,
South,ART,102,Design,5.0,VLPA Studio,ART101
South,ART,103,Design,5.0,VLPA Studio,ART102
South,ART,111,Drawing,5.0,VLPA Studio,
South,ART,112,Drawing,5.0,VLPA Studio,
South,ART,113,Drawing,5.0,VLPA Studio,ART112
South,ART,170,Photography as an Art,5.0,"HY,VLPA,GS",
South,ART,201,Painting,5.0,VLPA Studio,
South,ART,202,Painting,5.0,VLPA Studio,ART201
South,ART,203,Painting,5.0,VLPA Studio,
South,ART,205,Water Color Painting,5.0,VLPA Studio,
South,ART,206,Water Color Painting,5.0,VLPA Studio,ART205
South,ART,207,Water Color Painting,5.0,VLPA Studio,ART206
South,ART,210,Digital and Graphic Art,5.0,VLPA Studio,
South,ART,211,Sculpture,5.0,VLPA Studio,
South,ART,212,Sculpture,5.0,VLPA Studio,ART211
South,ART,213,Sculpture,5.0,VLPA Studio,ART212
South,ART,214,Digital Art - Inter.,5.0,VLPA Studio,ART210
South,ART,215,Digital Art - Adv.,5.0,VLPA Studio,ART214
South,ART,221,Ceramics,5.0,VLPA Studio,
South,ART,222,Pottery/Ceramics,5.0,VLPA Studio,
South,ART,223,Pottery/Ceramics,5.0,VLPA Studio,ART222
South,ART,299,Special Problems in Art,5.0,,
South,ART&,100,Art Appreciation,5.0,"CCN,VLPA,IS",
South,ASTR,201,Universe,5.0,"eL,NW",
South,ASTR&,100,Survey of Astronomy,5.0,"CCN,HY,NW",
South,AUT,100,Intro to Electricity,6.0,,
South,AUT,102,Adv Electrical Systems,4.0,,
South,AUT,104,Automotive Electronics,3.0,,
South,AUT,106,Basic Power Accessories,3.0,,
South,AUT,112,Manual Transaxles Clutch,3.0,,
South,AUT,114,"Man Transmissions, Trans",3.0,,
South,AUT,116,Air Conditioning & Heat,6.0,,
South,AUT,118,"Auto Trans, Diagno & Svc",4.0,,
South,AUT,120,Adv Auto Trans Service,6.0,,
South,AUT,122,Steering & Suspension,4.0,,
South,AUT,124,Tires & Wheel Alignment,4.0,,
South,AUT,126,Basic Brake Systems,3.0,,
South,AUT,127,Advanced Brake Systems,4.0,,
South,AUT,128,Auto Engine Diag Remove,4.0,,
South,AUT,130,Automotive Engine Rebuil,8.0,,
South,AUT,134,Intro to Drivability,3.0,,
South,AUT,138,Adv Drivability Fuel Sys,6.0,,
South,AUT,140,Engine Computers,4.0,,
South,AUT,142,Emission Cntrl/Diagnosti,6.0,,
South,AUT,197,Industry Internship,5.0,,
South,AUT,299,Spec Topics:automotive,18.0,,
South,BIOL,128,Survey of Human Anat&phy,5.0,"eL,NWLab","ENGL&101,MATH084"
South,BIOL,150,Bio and Evo Infectious,5.0,"eL,ICS,NW,GS",ENGL096
South,BIOL&,100,Survey of Biology,5.0,"CCN,eL,NWLab",
South,BIOL&,160,General Biology W/Lab,5.0,"CCN,NWLab",
South,BIOL&,211,Majors Cellular,5.0,"CCN,NWLab",
South,BIOL&,212,Majors Animal,5.0,"CCN,NWLab",BIOL&211
South,BIOL&,213,Majors Plant,5.0,"CCN,NWLab",BIOL&212
South,BIOL&,241,Human a & P 1,5.0,"CCN,NWLab","BIOL&160,CHEM&121"
South,BIOL&,242,Human a & P 2,5.0,"CCN,NWLab",BIOL&241
South,BIOL&,260,Microbiology,5.0,"CCN,NWLab",
South,BUS,104,Keyboarding,3.0,HY,
South,BUS,106,Keyboarding/Skillbuild,3.0,HY,
South,BUS,115,Computational Skillbuild,2.0,HY,
South,BUS,116,Business Math/Spreadshet,5.0,HY,
South,BUS,140,Customer Relations,5.0,HY,
South,BUS,169,Using Computers in Bus I,5.0,eL,
South,BUS,170,Information Tech I,5.0,eL,
South,BUS,177,Spreadsheets,5.0,HY,
South,BUS,179,Word Processing,5.0,HY,
South,BUS,197,Work Exper/Business Occ.,12.0,,
South,BUS,210,Bus & Econ Statistic,5.0,HY,"MATH098,MATH116"
South,BUS,210,Bus & Economic Statistic,5.0,,"MATH098,MATH116"
South,BUS,216,"Commu Bus Tec, Prof,dev",5.0,HY,
South,BUS,216,Professional Development,3.0,,
South,BUS,230,Business Communications,5.0,HY,"BUS131,ENGLISH101"
South,BUS&,101,Intro to Business,5.0,"CCN,HY",
South,BUS&,101,Introduction to Business,5.0,"CCN,HY",
South,BUS&,201,Business Law,5.0,CCN,ENGL&101
South,CAB,101,Career Bridge,6.0,,
South,CHEM&,121,Intro to Chemistry,5.0,"CCN,NWLab",
South,CHEM&,131,Intro to Organic/Biochem,5.0,"CCN,NWLab",CHEM&121
South,CHEM&,139,General Chemistry Prep,5.0,"CCN,NW",MATH098
South,CHEM&,161,General Chem W/Lab I,6.0,"CCN,NWLab","CHEM&139,MATH&141"
South,CHEM&,162,General Chem W/Lab Ii,6.0,"CCN,NWLab",CHEM&161
South,CHEM&,163,General Chem W/Lab Iii,6.0,"CCN,NWLab",CHEM&162
South,CHEM&,262,Organic Chem W/ Lab Ii,6.0,"CCN,NW",CHEM&261
South,CHEM&,263,Organic Chem W/ Lab Iii,6.0,"CCN,NW",CHEM&262
South,CMST,205,Multicultural Comm,5.0,"VLPA,COM,US",ENGL&101
South,CMST,245,Media Comm and Criticism,5.0,"eL,VLPA,COM",ENGL&101
South,CMST,275,Online Communication,5.0,"eL,VLPA,COM","ENGL&101,ENGL&102"
South,CMST&,101,Introduction to Comm,5.0,"CCN,VLPA,COM",ENGL&101
South,CMST&,220,Public Speaking,5.0,"CCN,VLPA,COM",ENGL&101
South,CMST&,230,Small Group Communicatn,5.0,"CCN,VLPA,COM",ENGL&101
South,CSC,100,Beginning Computers,5.0,,
South,CSC,110,Intro to Cmptr Progming,5.0,"HY,NW",MATH098
South,CSC,142,Computer Programming I,5.0,"HY,NW",CSC110
South,CSC,143,Computer Programming Ii,5.0,"HY,NW",CSC142
South,CSS,003,Hobbies,0.0,,
South,CSS,009,Career Exploration,0.0,eL,
South,CSS,020,Business Administration,0.0,,
South,CTN,101,Intro to Computing Tech,5.0,,CSC100
South,CTN,120,Databases I,5.0,,CSC100
South,CTN,142,Operating Systems Ii,5.0,,CTN101
South,CTN,143,Operating Systems Iii,5.0,,CTN142
South,CTN,160,Web Production I,5.0,eL,CSC100
South,CTN,170,Pc Hardware I,5.0,,
South,CTN,197,Computing Internship,15.0,,
South,CTN,270,Local Area Networks I,5.0,,CSC100
South,CTN,274,Local Area Networks Iii,5.0,,CTN270
South,CTN,276,Virtualization & Cloud 1,5.0,,"CTN&282,CTN142"
South,CTN,277,Network Security 1,5.0,,CTN270
South,CTN,281,Security+ Certification,5.0,,CTN277
South,CTN,283,Cisco Ii,5.0,,"CISCO1,CTN282"
South,CTN,284,Cisco Iii,5.0,,"CTN283,LEAST2"
South,CTN,285,Cisco Iv,3.0,,"CISCO3,CTN284"
South,CTN,286,Virtualization & Cloud 2,5.0,,CTN276
South,CTN,287,Cloud Computing,5.0,,CTN276
South,CTN,298,Spec Topics-Cmpting Tech,5.0,,CTN270
South,CTN,298,Special Topic in Bus,5.0,,CTN270
South,EAR,171,Nw Linemen 1st Yr Portla,3.0,,
South,ECON&,201,Micro Economics,5.0,"CCN,HY,ICS",MATH098
South,ECON&,202,Macro Economics,5.0,"CCN,HY,ICS,GS",MATH098
South,ENGL,097,Engl 097: Irw I,10.0,,
South,ENGL,098,Reading and Writing Ii,10.0,,
South,ENGL,099,Support for Engl& 101,5.0,LC,
South,ENGL,103,Transitional English,5.0,HY,
South,ENGL,105,Applied Composition,3.0,HY,
South,ENGL,106,Technical Writing,3.0,HY,ENG105
South,ENGL,107,Applied Composition,5.0,eL,ENGL097
South,ENGL,152,Creative Writing,5.0,"VLPA,COM",
South,ENGL,153,Creative Writing,5.0,"VLPA,COM",ENGL&101
South,ENGL,201,Advanced Composition,5.0,VLPA,ENGL&101
South,ENGL,232,Young Adult Literature,5.0,"eL,VLPA,US",
South,ENGL,252,Novels of Western Lit,5.0,VLPA,ENGL&101
South,ENGL,260,Asian American Lit,5.0,"VLPA,US,IS",ENGL&101
South,ENGL&,101,English Composition I,5.0,CCN,
South,ENGL&,102,Composition Ii,5.0,CCN,
South,ENGL&,235,Technical Writing,5.0,"CCN,eL,VLPA",ENGL&101
South,ENGL&,246,American Literature Iii,5.0,"CCN,VLPA,US",
South,ENGR,298,Special Topics,5.0,,
South,ENGR,299,Independent Study,5.0,,
South,ENGR&,111,Engineering Graphics 1,4.0,"CCN,NW",MATH&141
South,ENGR&,112,Engineering Graphics 2,4.0,CCN,ENGR&111
South,ENGR&,204,Electrical Circuits,5.0,CCN,"MATH&152,PHYS&222"
South,ENGR&,214,Statics,5.0,"CCN,NW","EGR140,MATH&152,PHYS&221"
South,ENGR&,215,Dynamics,5.0,"CCN,NW",ENGR&214
South,ENGR&,225,Mechanics of Materials,5.0,"CCN,NW","ENGR&214,MATH&152"
South,ENVS,150,Environmntl Issues/Probl,5.0,"eL,ICS,NW,GS,IS",
South,ENVS,160,Prin Env Sustainability,5.0,"ICS,NW,GS,IS",
South,ENVS,170,Energy&resources-Now&fut,5.0,"HY,ICS,NW",
South,ESL,060,Esl 6 Academic Adv,15.0,LC,
South,ESL,069,Service Learning 6 Adv,5.0,LC,
South,ESL,086,Survey of Eng Grammar 2,5.0,,
South,ESL,097,Collprep/Nonnativ-Write2,5.0,,
South,FAM,047,6-12 Months-Movers,3.0,,
South,FAM,048,"0-6 Months, Infants",3.0,,
South,FAM,049,"0-6 Months, Infants",3.0,,
South,FAM,053,12-24 Mons Oneday Todlrs,3.0,,
South,FAM,053,"12-24 Mons, Lincoln Park",3.0,,
South,FAM,054,12-24 Mons Just Walkers,3.0,,
South,FAM,055,12-24 Mons Just Walkers,3.0,,
South,FAM,063,"24-36 Months, Alki 2",3.0,,
South,FAM,065,"24-36 Months, Alki 2",3.0,,
South,FAM,073,"36-48 Months, Alki 3",3.0,,
South,FAM,075,"36-48 Months, Alki 3",3.0,,
South,FAM,083,48-60 Mons Arbor Heights,3.0,,
South,FAM,084,Parent Ed: 48-60 Months,3.0,,
South,FAM,085,48-60 Mons Arbor Heights,3.0,,
South,FAM,095,Multi-Age Alki,3.0,,
South,FSD,100,Sanitation,3.0,,
South,FSD,101,Orientation/Food Prodctn,1.0,,
South,FSD,160,Theory 1 - Culinary Fund,5.0,,
South,FSD,165,Culinary 1,15.0,,
South,FSD,170,Theory 2 - Adv Cul Fund,5.0,,
South,FSD,175,Culinary 2,15.0,,
South,FSD,180,Theory 3 - Garde Manger,5.0,,
South,FSD,185,Culinary 3,15.0,,
South,FSD,190,Theory 4 - Rest Cost Con,5.0,,FSD180
South,FSD,195,Culinary 4,15.0,,
South,FSD,197,Internship Culinary Arts,5.0,,
South,FSD,200,Theory 5 - Mngmt Techniq,5.0,,
South,FSD,205,Restaurant Production,15.0,,
South,FSD,215,Banquets and Catering,15.0,,
South,FSD,299,Special Topics Cul Arts,15.0,,
South,GEOL&,101,Intro Physical Geology,5.0,"CCN,HY,NWLab",
South,GEOL&,101,Physical Geology,5.0,"CCN,NWLab",
South,GEOL&,110,Environmental Geology,5.0,"CCN,eL,NWLab",
South,HDM,100,Prev Maint and Inspect,8.0,,
South,HDM,108,Hdd Welding,8.0,,
South,HDM,110,Intro to Electrical,8.0,,
South,HDM,115,Adv Electrical,8.0,,
South,HDM,140,"Heating, Vent, and Ac",8.0,,
South,HDM,145,Gasoline Engines,8.0,,
South,HDM,150,"Diag, Remove, Replace",8.0,,
South,HDM,155,Diesel Engine Rebuild,8.0,,
South,HDM,171,Lift Truck Operator,2.0,,
South,HDM,197,Internship Heavy Duty D,7.0,,
South,HEA,125,Health and Wellness,5.0,NW,
South,HEA,150,Health & Human Sexuality,5.0,"eL,NW",
South,HEA,160,Human Wellness & Fitness,5.0,NW,
South,HEA,225,Global Health,5.0,"eL,NW","ENGL&101,INTO098,MATH092"
South,HIST,140,Women in American Histor,5.0,"eL,ICS,US",
South,HIST,211,Hist of the Middle East,5.0,"ICS,GS",
South,HIST&,126,World Civilizations I,5.0,"CCN,eL,ICS,GS,IS",
South,HIST&,127,World Civilizations Ii,5.0,"CCN,eL,ICS,GS",
South,HIST&,128,World Civilizations Iii,5.0,"CCN,eL,ICS,GS",
South,HIST&,146,Us History I: Until 1791,5.0,"CCN,ICS,IS",
South,HIST&,147,Us History Ii,5.0,"CCN,ICS,US,IS",
South,HIST&,148,Us History Iii,5.0,"CCN,ICS,US,IS",
South,HIST&,214,Pacific Nw History,5.0,"CCN,HY,ICS,US,IS",
South,HMG,302,Hospitality Management,5.0,,
South,HMG,303,Hospitality Marketing,5.0,,
South,HMG,312,Legal Issues/Hospitality,3.0,,
South,HMG,314,Diversity/Culture Travel,5.0,,
South,HMG,401,Cost Controls,5.0,,
South,HMG,402,Hospitality Accounting,5.0,,
South,HMG,420,Ethical Leadership,3.0,,
South,HMG,490,Internship Lecture,3.0,,
South,HMG,491,Hospitality Mgmt Capstne,5.0,,
South,HMG,499,Ind Study Hospitality,10.0,HY,
South,HOS,203,Nutrition,3.0,,
South,HOS,299,Competition Team Class,3.0,,
South,HUM,110,Intro to American Film,5.0,"eL,VLPA",
South,HUM,130,World Cinema,5.0,"eL,VLPA,GS",ENGL&101
South,HUM,210,Intro to Lgbtq Studies,5.0,"eL,VLPA,US,IS",ENG101
South,ICT,103,Computer Applications I,2.0,HY,
South,IEL,030,Reading/Grammar,10.0,LC,
South,IEL,035,Speaking/Listening,10.0,LC,
South,IEL,040,Reading/Grammar I,10.0,LC,
South,IEL,055,Speaking/Listening Ii,10.0,LC,
South,IEL,065,Speaking/Listening Iii,10.0,LC,
South,IEL,070,Iep Reading Iv,5.0,LC,
South,IEL,071,Iep Writing Iv,10.0,LC,
South,IEL,075,Pronunciation,3.0,LC,
South,IEL,081,Iep Writing V,10.0,LC,
South,IFS,100,Industrialfirstaid&safty,2.0,,
South,IFS,105,First Aid/Industrial,1.0,,
South,IFS,105,Ind 1st Aid Cpr-Aed Bloo,1.0,,
South,INFO,102,Info in Action Research,1.0,eL,ENGL&101
South,INFO,104,Info in Action Research,1.0,eL,ENGL&101
South,INFO,106,Info in Action Web Resch,1.0,eL,ENGL&101
South,INT,101,Manufacturing Basics I,3.0,,
South,INT,108,Intro Blueprint Reading,3.0,,
South,INT,109,Flagging and Traffic,1.0,,
South,INT,112,Manuf Tools and Trades,5.0,,
South,INT,115,Intro to Lean Mfg,3.0,,
South,INT,126,Mechaready,12.0,,
South,INT,160,Osha 10,3.0,,
South,INT,163,Hazcom,1.0,,
South,INT,163,Hazmat/Communication,1.0,,
South,INT,165,Osha 30 Gen Safety,3.0,,
South,INT,180,Intro to Composites,3.0,,
South,ISD,200,ORIENT.TO Col Success,2.0,LC,
South,JAPN&,122,Japanese Ii,5.0,"CCN,VLPA",JAPN&121
South,LHO,111,Greenhouse Operations,3.0,,
South,LHO,112,Nursery Operations,3.0,,
South,LHO,116,Winter Plant Id,3.0,,
South,LHO,117,Spring Plant Id,3.0,,
South,LHO,119,Native Plants for Nw Lnd,3.0,,
South,LHO,120,Perennial Plant Id,3.0,,
South,LHO,126,Res Lanscape Design Ii,5.0,,
South,LHO,139,Landscape Management,4.0,,
South,LHO,152,Soils,3.0,,
South,LHO,155,Pruning,3.0,,
South,LHO,189,Intro to Landscape Const,3.0,,
South,LHO,197,Internship,8.0,,
South,LHO,210,Plant Problem Diagnostic,3.0,,
South,LHO,217,Plant Propagation Wrkshp,3.0,,LHO215
South,LHO,236,Advanced Irrigation,5.0,,LHO135
South,LHO,237,Adv Irrigation Diag Repr,5.0,,
South,LHO,238,Maintenance Est/Bidding,3.0,,
South,LHO,239,Adv. Landscape Mgt.,4.0,,
South,LHO,242,Intro to Permaculture,3.0,,
South,LHO,255,Edible Trees Shrubs Vine,3.0,,
South,LHO,263,Residential Lndspdes Iii,5.0,,
South,LHO,265,Landscape Contracts&Spec,3.0,,
South,LHO,267,Dynascape Landscp Design,5.0,,
South,LHO,273,Lndscp Constrc Prj Sprng,4.0,,
South,LHO,299,Special Topics,4.0,,
South,LST,085,Life Skills to Work Sts,4.0,,
South,LST,085,Sts,4.0,,
South,LST,099,Thinking for a Change,2.0,,
South,MATH,081,Basic Math Skills,5.0,,
South,MATH,083,Arithmetic,5.0,,
South,MATH,089,Independent Study,2.0,,
South,MATH,090,Mathematical Modules,2.0,,
South,MATH,092,Des Statisticsw Algebra2,5.0,,
South,MATH,094,Intro/Inter Algebra I,5.0,,
South,MATH,095,Intro/Inter Algebra Ii,5.0,,
South,MATH,098,Intermediate Algebra,5.0,,
South,MATH,102,College Algebra,5.0,"QSR,NW",
South,MATH,110,Appl Math for Technician,3.0,,
South,MATH,116,Appl Math to Mgt Life Sc,5.0,"QSR,NW","MATH095,MATH098"
South,MATH,136,Inferential Statistics,5.0,"QSR,NW",MATH092
South,MATH,198,Mathematics Workshop,2.0,,
South,MATH,220,Linear Algebra,5.0,QSR,
South,MATH,224,Vector Calculus,5.0,"QSR,NW",MATH&163
South,MATH,238,Differential Equations,5.0,"QSR,NW",
South,MATH&,107,Math in Society,5.0,"CCN,eL,QSR,NW","MATH095,MATH098"
South,MATH&,131,Math for Elem Ed 1,5.0,"CCN,eL,QSR,NW",MATH098
South,MATH&,132,Math for Elem Ed 2,5.0,"CCN,eL,QSR,NW",MATH&131
South,MATH&,141,Precalculus I,5.0,"CCN,QSR,NW",
South,MATH&,142,Precalculus Ii,5.0,"CCN,QSR,NW",MATH&141
South,MATH&,146,Introduction to Stats,5.0,"CCN,QSR,NW","MATH095,MATH098"
South,MATH&,148,Business Calculus,5.0,"CCN,QSR,NW","MATH&141,MATH116"
South,MATH&,151,Calculus I,5.0,"CCN,QSR,NW",
South,MATH&,152,Calculus Ii,5.0,"CCN,QSR,NW",
South,MATH&,163,Calculus 3,5.0,"CCN,QSR,NW",
South,MET,210,Tech Strength Materials,4.0,,MET205
South,MFGT,102,Intro to Machining,5.0,,
South,MFGT,115,Mfg Tech Prg,6.0,,
South,MUSC,109,World Beat:global Study,5.0,"VLPA,GS,IS",
South,MUSC,116,Rock Music I,5.0,"VLPA,US,IS",
South,MUSC,117,Rock Music Ii,5.0,"VLPA,US,IS",
South,MUSC,126,Beg. Group Piano 1st Qtr,2.0,VLPA Studio,
South,MUSC,127,Beg. Group Piano 2nd Qtr,2.0,VLPA Studio,MUSC126
South,MUSC,128,Beg. Group Piano 3rd Qtr,2.0,VLPA Studio,MUSC127
South,MUSC,140,College Choir,5.0,VLPA Studio,
South,MUSC,221,Group Piano 4th Qtr,2.0,VLPA Studio,MUSC128
South,MUSC,222,Group Piano 5th Qtr,2.0,VLPA Studio,MUSC221
South,MUSC,223,Group Piano 6th Qtr,2.0,VLPA Studio,MUSC222
South,MUSC,299,Practicum in Music,2.0,,
South,MVM,100,Intro to Automotive I,3.0,,
South,MVM,102,Intro to Automotive Ii,6.0,,
South,NUTR&,101,Nutrition,5.0,"CCN,NW",
South,PEC,136,Yoga,2.0,,
South,PEC,143,Walking for Fitness,2.0,,
South,PEC,145,Jogging,2.0,,
South,PEC,150,Physical Fitness,3.0,,
South,PEC,151,Physical Fitness,3.0,,
South,PEC,299,Independent Study,2.0,,
South,PHIL,110,Intro to Social Ethics,5.0,ICS,
South,PHIL,118,Practical Reasoning/Deci,5.0,ICS,
South,PHIL&,101,Intro to Philosophy,5.0,"CCN,eL,ICS",
South,PHYS&,114,General Phys I W/Lab,5.0,"CCN,NWLab","MATH095,MATH098"
South,PHYS&,115,General Phys Ii W/Lab,5.0,"CCN,NWLab",
South,PHYS&,116,General Phys Iii W/Lab,5.0,"CCN,NWLab",PHYS&115
South,PHYS&,221,Engineering Physics I,5.0,"CCN,NWLab",MATH&151
South,PHYS&,222,Engineering Physics Ii,5.0,"CCN,NWLab",PHYS&221
South,PHYS&,223,Engineering Physics Iii,5.0,"CCN,NWLab",MATH&152
South,POLS&,202,American Government,5.0,"CCN,ICS,US,IS",
South,POLS&,203,International Relations,5.0,"CCN,ICS,GS,IS",
South,PST,101,Pastry Baking Orientatio,5.0,,
South,PST,102,Intro to Baking Mngmt,5.0,,PST101
South,PST,103,Begining Deco,4.0,,PST102
South,PST,104,Decoration Theory 2,4.0,,PST102
South,PST,105,Decoration Theory 3,4.0,,PST102
South,PST,111,Baking 1,15.0,,PST101
South,PST,112,Pastry 1,15.0,,"FSC100,PST111"
South,PST,113,Baking 2,15.0,,PST112
South,PST,197,Internship Pastry Baking,5.0,,
South,PST,211,Pastry 2,15.0,,PST113
South,PST,212,Pastry 3,15.0,,PST211
South,PST,213,Pastry 4,15.0,,
South,PST,299,Special Topics Pastry Ba,15.0,,
South,PSYC,209,Fund of Psych Research,5.0,"HY,ICS",
South,PSYC,225,Psychology of Addiction,5.0,,
South,PSYC,230,Human Sexuality,5.0,"HY,ICS",
South,PSYC,240,Psych of Human Relations,3.0,eL,
South,PSYC,245,Social Psychology,5.0,"ICS,COM,US",
South,PSYC&,100,General Psychology,5.0,"CCN,ICS",
South,PSYC&,200,Lifespan Psychology,5.0,"CCN,ICS",PSYC&100
South,PSYC&,220,Abnormal Psychology,5.0,"CCN,ICS",
South,PTE,302,Course Development,3.0,HY,
South,PTE,311,Technology in Learning,3.0,HY,
South,PTE,313,Online Teaching Methods,3.0,HY,
South,PTE,314,Professional Portfolio,3.0,HY,
South,PTE,401,Student Support Guidance,3.0,eL,
South,PTE,402,Assessment of Learning P,3.0,HY,
South,PTE,420,Legal Issues Ethics Educ,3.0,HY,
South,PTE,460,Diversity Globalism Educ,3.0,HY,
South,PTE,468,Program Mgmt and Recruit,3.0,HY,
South,PTE,489,Professional Devel Certi,1.0,HY,
South,PTE,495,Capstone,3.0,HY,
South,PTE,498,Special Topics,10.0,HY,
South,SBST,314,Portfolio,2.0,HY,
South,SBST,315,Work Exp. Practicum,10.0,HY,
South,SBST,325,Sbst Internship,1.0,HY,
South,SBST,332,Building Codes in Wa,3.0,HY,
South,SBST,333,Bldg Controls Enrgy Effi,4.0,HY,
South,SBST,401,Utility Rates,2.0,HY,
South,SBST,402,Lighting,3.0,HY,
South,SBST,422,Facility Management,4.0,HY,
South,SBST,432,Fiscal Mgmt Facility Mgr,3.0,HY,
South,SBST,489,Sbst Capstone Course,1.0,HY,
South,SMG,100,Leadership & Supervision,3.0,eL,
South,SMG,197,Internship/Co-Op Ed-Smg,5.0,,
South,SMG,210,Project Management,3.0,eL,
South,SMG,243,Cancelled,2.0,HY,
South,SMG,298,Independent Study-Smg,10.0,,
South,SMJA,103,Mach. Shop Algebra & Geo,5.0,,
South,SMJA,122,Machinist Adv Shop Trig,5.0,,
South,SMJA,131,Gear Trains & Threads,5.0,,
South,SMJA,134,Machinist Codes & Proces,5.0,,
South,SOC,105,Soc of Black Americans,5.0,"ICS,US",
